City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Adrar,MR,2021-02-05 17:33:43,20.5022,-10.0711,75.9,20,33,7.83
293,Cockburn Town,TC,2021-02-05 17:37:13,21.4612,-71.1419,76.95,80,3,18.41
294,Touros,BR,2021-02-05 17:37:13,-5.1989,-35.4608,87.8,51,20,14.97
295,Egvekinot,RU,2021-02-05 17:32:53,66.3167,-179.1667,-14.4,91,100,17.92
296,Safford,US,2021-02-05 17:37:13,32.834,-109.7076,55.99,40,1,4.61
297,Poum,NC,2021-02-05 17:37:13,-20.2333,164.0167,78.98,78,6,6.17
298,Fairbanks,US,2021-02-05 17:35:29,64.8378,-147.7164,-18.0,75,1,3.44
299,Leningradskiy,RU,2021-02-05 17:37:13,69.3833,178.4167,-11.87,87,100,8.77
300,Clyde River,CA,2021-02-05 17:32:40,70.4692,-68.5914,-20.2,76,75,10.36
301,Araouane,ML,2021-02-05 17:37:14,18.9048,-3.5265,86.16,12,68,6.58
302,Carnarvon,AU,2021-02-05 17:35:23,-24.8667,113.6333,80.6,79,90,24.16
303,Saint George,US,2021-02-05 17:37:14,37.1041,-113.5841,45.0,48,1,1.86
304,Ghanzi,BW,2021-02-05 17:37:14,-21.5667,21.7833,72.0,86,99,3.0
305,Urumqi,CN,2021-02-05 17:37:14,43.801,87.6005,12.2,92,70,2.24
306,Luanda,AO,2021-02-05 17:37:14,-8.8368,13.2343,84.2,70,20,12.66
307,Shache,CN,2021-02-05 17:37:14,38.4167,77.2406,30.38,81,0,2.48
308,Along,IN,2021-02-05 17:37:14,28.1667,94.7667,52.41,59,10,2.08
309,Luzhou,CN,2021-02-05 17:37:14,28.8724,105.4405,52.34,73,0,2.82
310,Krasnoselkup,RU,2021-02-05 17:37:14,65.7,82.4667,-31.04,85,45,5.12
311,Kieta,PG,2021-02-05 17:37:15,-6.2167,155.6333,79.79,80,56,5.32
312,Kiomboi,TZ,2021-02-05 17:37:15,-4.2667,34.3667,67.75,77,55,4.65
313,Hamilton,US,2021-02-05 17:35:55,39.1834,-84.5333,34.0,51,75,18.41
314,Saint-Denis,FR,2021-02-05 17:37:15,48.9167,2.3333,52.0,76,90,8.05
315,Ust-Nera,RU,2021-02-05 17:37:15,64.5667,143.2,-15.56,80,100,3.27
316,Doha,QA,2021-02-05 17:37:15,25.2867,51.5333,68.0,94,0,6.91
317,Port-Gentil,GA,2021-02-05 17:37:15,-0.7193,8.7815,82.4,83,40,8.05
318,Samdrup Jongkhar,BT,2021-02-05 17:37:15,26.9167,91.6167,54.34,41,0,5.26
319,Lethem,GY,2021-02-05 17:37:15,3.3803,-59.7968,88.74,48,88,14.97
320,Kamenka,RU,2021-02-05 17:37:16,51.3223,42.7678,19.99,84,100,8.01
321,Rawson,AR,2021-02-05 17:37:16,-43.3002,-65.1023,74.82,53,0,28.95
322,Shanhetun,CN,2021-02-05 17:37:16,44.7,127.2,7.29,95,100,2.26
323,Bud,US,2021-02-05 17:37:16,39.447,-86.1758,28.0,72,66,18.77
324,Avera,US,2021-02-05 17:37:16,33.194,-82.5271,55.4,73,90,5.75
325,Feroke,IN,2021-02-05 17:37:16,11.1774,75.8337,80.6,69,20,4.83
326,Gorom-Gorom,BF,2021-02-05 17:37:16,14.4439,-0.2361,85.69,13,23,8.01
327,Norman Wells,CA,2021-02-05 17:37:16,65.282,-126.8329,-27.4,68,75,16.11
328,Erzin,TR,2021-02-05 17:37:16,36.9559,36.2,60.01,72,0,1.99
329,Saint Anthony,US,2021-02-05 17:37:16,45.0205,-93.218,8.6,61,1,16.11
330,Vanimo,PG,2021-02-05 17:33:24,-2.6741,141.3028,78.55,82,100,4.81
331,Hirara,JP,2021-02-05 17:37:17,24.8,125.2833,69.1,63,73,10.13
332,Bokoro,TD,2021-02-05 17:37:17,12.3807,17.0568,79.32,16,0,11.97
333,Saskylakh,RU,2021-02-05 17:37:17,71.9167,114.0833,-25.11,85,100,7.11
334,San Luis,AR,2021-02-05 17:37:17,-33.295,-66.3356,84.69,23,0,5.64
335,Neiafu,TO,2021-02-05 17:37:17,-18.65,-173.9833,78.8,94,90,9.22
336,Melilla,ES,2021-02-05 17:37:17,35.2937,-2.9383,60.8,82,20,16.11
337,Quatre Cocos,MU,2021-02-05 17:37:17,-20.2078,57.7625,80.6,78,40,8.05
338,Utamysh,RU,2021-02-05 17:37:17,42.4072,47.7511,46.4,81,20,2.24
339,Filadelfia,US,2021-02-05 17:34:06,39.9523,-75.1638,48.0,70,40,11.5
340,Harlingen,US,2021-02-05 17:37:09,26.1906,-97.6961,68.0,77,90,14.97
341,Waipawa,NZ,2021-02-05 17:37:18,-41.4122,175.5153,57.2,88,90,13.8
342,Mangai,CD,2021-02-05 17:37:18,-4.05,19.5333,80.69,64,97,1.79
343,Banda Aceh,ID,2021-02-05 17:37:18,5.5577,95.3222,77.85,83,6,9.69
344,Spoleto,IT,2021-02-05 17:37:18,42.7448,12.7374,55.0,79,100,3.0
345,Bakchar,RU,2021-02-05 17:37:18,57.0186,82.0711,8.11,95,94,5.61
346,Dubuque,US,2021-02-05 17:33:10,42.4833,-90.8668,10.0,72,1,19.57
347,Zapolyarnyy,RU,2021-02-05 17:37:18,69.4154,30.8136,24.8,93,75,10.36
348,Parana,AR,2021-02-05 17:37:18,-31.732,-60.5238,90.0,32,0,4.61
349,Moerai,PF,2021-02-05 17:37:18,-22.4333,-151.3333,79.83,75,35,13.35
350,Takoradi,GH,2021-02-05 17:37:19,4.8845,-1.7554,81.91,83,12,9.78
351,Xining,CN,2021-02-05 17:37:19,36.6167,101.7667,22.64,54,14,1.68
352,Mahibadhoo,MV,2021-02-05 17:34:17,3.7833,72.9667,81.09,75,98,9.51
353,Sechura,PE,2021-02-05 17:37:19,-5.5569,-80.8222,82.44,52,95,9.75
354,Bobo Dioulasso,BF,2021-02-05 17:37:19,11.1771,-4.2979,96.8,19,21,3.44
355,Timra,SE,2021-02-05 17:37:19,62.487,17.3257,21.0,86,0,10.36
356,Guaruja,BR,2021-02-05 17:37:19,-23.9931,-46.2564,79.0,94,90,8.05
357,Lock Haven,US,2021-02-05 17:37:19,41.137,-77.4469,42.01,60,75,9.22
358,Grafton,US,2021-02-05 17:37:19,42.207,-71.6856,39.99,80,90,12.66
359,High Level,CA,2021-02-05 17:37:20,58.5169,-117.136,-29.2,75,20,6.91
360,Boo,SE,2021-02-05 17:37:20,59.3333,18.2833,19.0,92,0,4.61
361,Severnoye,RU,2021-02-05 17:37:20,56.3491,78.3619,15.39,97,94,7.45
362,Kedrovyy,RU,2021-02-05 17:37:20,56.1667,91.8167,1.4,85,100,2.24
363,Paris,FR,2021-02-05 17:32:49,48.8534,2.3488,52.0,76,90,3.44
364,Wallaceburg,CA,2021-02-05 17:37:20,42.593,-82.3885,19.4,73,90,21.85
365,Daru,PG,2021-02-05 17:37:20,-9.0763,143.2092,79.3,83,100,10.0
366,Pangai,TO,2021-02-05 17:37:20,-19.8,-174.35,78.8,100,90,11.36
367,Grand Forks,US,2021-02-05 17:37:21,47.9417,-97.4337,3.99,72,40,20.71
368,Hassleholm,SE,2021-02-05 17:37:21,56.1591,13.7664,19.99,93,90,3.44
369,Asyut,EG,2021-02-05 17:37:21,27.181,31.1837,64.4,59,0,11.5
370,Goderich,CA,2021-02-05 17:37:21,43.7501,-81.7165,24.8,74,100,26.46
371,Yaan,NG,2021-02-05 17:37:21,7.3833,8.5667,89.11,12,3,4.88
372,Rio Grande,BR,2021-02-05 17:32:37,-32.035,-52.0986,75.2,64,75,19.57
373,Teahupoo,PF,2021-02-05 17:37:21,-17.8333,-149.2667,82.0,65,12,1.99
374,San Policarpo,PH,2021-02-05 17:37:21,12.1791,125.5072,80.37,85,84,13.09
375,Mandal,IN,2021-02-05 17:37:22,25.45,74.5667,57.29,36,0,7.07
376,Innisfail,AU,2021-02-05 17:37:22,-17.5333,146.0333,76.86,80,88,1.3
377,Mustasaari,FI,2021-02-05 17:37:22,63.1142,21.6822,10.0,85,57,5.75
378,Yulara,AU,2021-02-05 17:37:22,-25.2406,130.9889,69.8,30,25,8.05
379,Fort Nelson,CA,2021-02-05 17:36:29,58.8053,-122.7002,-13.0,70,90,9.22
380,Qiyang,CN,2021-02-05 17:37:22,26.5911,111.8474,50.77,80,26,3.18
381,Meulaboh,ID,2021-02-05 17:37:22,4.1363,96.1285,77.29,86,60,4.65
382,Whitehorse,CA,2021-02-05 17:37:23,60.7161,-135.0538,-5.01,77,20,2.3
383,Hereford,GB,2021-02-05 17:36:56,52.0568,-2.7148,45.0,93,63,5.66
384,Kharagpur,IN,2021-02-05 17:37:23,22.3333,87.3333,62.53,49,0,5.91
385,Juegang,CN,2021-02-05 17:37:23,32.3174,121.1855,41.04,96,39,5.66
386,Izhma,RU,2021-02-05 17:37:23,65.0083,53.9113,-9.42,89,100,8.5
387,Kaina,NG,2021-02-05 17:37:23,12.6374,8.5873,78.8,19,33,12.66
388,Ahipara,NZ,2021-02-05 17:37:23,-35.1667,173.1667,59.97,89,100,3.69
389,Blackwater,AU,2021-02-05 17:37:23,-23.5833,148.8833,71.64,80,64,8.01
390,Hegang,CN,2021-02-05 17:37:23,47.4,130.3667,-6.52,91,50,3.33
391,Cabrobo,BR,2021-02-05 17:37:23,-8.5142,-39.31,96.12,28,42,11.74
392,Amberley,US,2021-02-05 17:37:24,39.2048,-84.428,34.0,51,75,18.41
393,Brae,GB,2021-02-05 17:37:24,60.3964,-1.353,33.8,55,75,19.57
394,Nenjiang,CN,2021-02-05 17:37:24,49.1833,125.2167,-16.56,84,5,3.76
395,Burnie,AU,2021-02-05 17:37:25,-41.0667,145.9167,62.01,98,100,11.32
396,Guiratinga,BR,2021-02-05 17:37:25,-16.3494,-53.7583,87.82,56,37,6.87
397,Uyovu,TZ,2021-02-05 17:37:25,-3.2833,31.5258,67.62,85,42,2.77
398,Broome,US,2021-02-05 17:33:21,42.2506,-75.833,42.01,65,40,12.66
399,San Andres,CO,2021-02-05 17:37:12,12.5847,-81.7006,84.2,74,20,10.36
400,Bogyiszlo,HU,2021-02-05 17:37:25,46.3864,18.8296,55.4,71,75,4.61
401,Kavieng,PG,2021-02-05 17:37:26,-2.5744,150.7967,80.46,82,100,12.35
402,Pisco,PE,2021-02-05 17:37:26,-13.7,-76.2167,75.0,78,0,9.22
403,Saint-Francois,FR,2021-02-05 17:37:26,46.4154,3.9054,51.01,87,0,10.36
404,Oranjestad,AW,2021-02-05 17:37:26,12.524,-70.027,86.0,66,40,24.16
405,Hanamaki,JP,2021-02-05 17:37:26,39.3833,141.1167,36.05,90,98,4.25
406,Maarianhamina,AX,2021-02-05 17:37:26,60.0973,19.9348,10.4,92,75,1.14
407,Ulaangom,MN,2021-02-05 17:37:26,49.9811,92.0667,-6.25,88,62,1.01
408,Esna,EG,2021-02-05 17:37:26,25.2934,32.554,68.0,56,20,13.8
409,Mattru,SL,2021-02-05 17:37:27,7.6244,-11.8332,88.09,46,66,8.37
410,Camopi,GF,2021-02-05 17:37:27,3.1655,-52.3158,79.86,92,66,4.94
411,Bubaque,GW,2021-02-05 17:37:27,11.2833,-15.8333,77.63,68,85,18.14
412,Nazarovo,RU,2021-02-05 17:37:27,56.0064,90.3914,7.5,93,100,4.09
413,Nyurba,RU,2021-02-05 17:37:27,63.2842,118.3319,-41.85,80,39,2.66
414,Ngorongoro,TZ,2021-02-05 17:37:27,-3.2397,35.4875,58.1,83,31,2.68
415,Beloha,MG,2021-02-05 17:37:27,-25.1667,45.05,77.79,88,84,1.48
416,Catia La Mar,VE,2021-02-05 17:37:27,10.6038,-67.0303,86.0,70,20,12.66
417,Kabanjahe,ID,2021-02-05 17:37:28,3.1001,98.4908,77.0,100,40,2.3
418,Tokur,RU,2021-02-05 17:37:28,53.1333,132.9,-24.02,88,100,1.14
419,Komsomolets,KZ,2021-02-05 17:37:28,53.7453,62.0708,35.55,97,99,12.12
420,Coaraci,BR,2021-02-05 17:37:28,-14.6408,-39.5511,86.0,74,40,14.97
421,Wladyslawowo,PL,2021-02-05 17:37:28,54.7909,18.4009,21.2,73,75,4.61
422,Lagoa,PT,2021-02-05 17:33:20,39.05,-27.9833,56.68,79,88,15.17
423,Padang,ID,2021-02-05 17:37:28,-0.9492,100.3543,77.0,94,40,3.44
424,Yagunovskiy,RU,2021-02-05 17:37:28,55.2828,85.978,10.4,85,100,6.71
425,Coquimbo,CL,2021-02-05 17:32:34,-29.9533,-71.3436,66.2,68,75,10.36
426,Tautira,PF,2021-02-05 17:37:29,-17.7333,-149.15,82.0,65,19,1.99
427,Dunedin,NZ,2021-02-05 17:37:29,-45.8742,170.5036,54.0,81,86,4.0
428,De-Kastri,RU,2021-02-05 17:37:29,51.4667,140.7833,-7.89,87,100,4.76
429,Yanam,IN,2021-02-05 17:37:29,16.7333,82.2167,77.0,61,57,5.75
430,Hudiksvall,SE,2021-02-05 17:37:29,61.729,17.1036,12.99,83,45,8.48
431,Luis Correia,BR,2021-02-05 17:37:29,-2.8792,-41.6669,89.6,62,20,21.85
432,Grandview,US,2021-02-05 17:35:00,38.8858,-94.533,36.0,75,90,8.05
433,La Baneza,ES,2021-02-05 17:37:29,42.3003,-5.8977,46.4,81,75,8.05
434,Candido Mendes,BR,2021-02-05 17:37:30,-1.4467,-45.7167,88.48,46,0,9.37
435,Bambanglipuro,ID,2021-02-05 17:37:30,-7.95,110.2833,76.77,87,92,3.6
436,Virginia Beach,US,2021-02-05 17:35:12,36.8529,-75.978,48.99,92,100,4.0
437,Inongo,CD,2021-02-05 17:37:30,-1.95,18.2667,80.98,64,47,4.85
438,Kavaratti,IN,2021-02-05 17:37:30,10.5669,72.642,80.91,78,9,12.15
439,Tarn Taran,IN,2021-02-05 17:37:30,31.45,74.9253,55.4,82,5,3.33
440,Sim,RU,2021-02-05 17:37:30,54.993,57.6982,35.31,87,95,4.41
441,Tessalit,ML,2021-02-05 17:37:30,20.1986,1.0114,80.22,13,2,9.53
442,Mangan,IN,2021-02-05 17:37:31,27.5167,88.5333,52.75,43,88,5.06
443,Watertown,US,2021-02-05 17:34:36,42.3709,-71.1828,42.01,81,90,10.36
444,Zaysan,KZ,2021-02-05 17:37:31,47.4667,84.8667,19.65,90,95,1.41
445,Ilulissat,GL,2021-02-05 17:37:31,69.2167,-51.1,8.6,43,20,13.8
446,Coffs Harbour,AU,2021-02-05 17:37:31,-30.3,153.1333,68.0,88,95,5.75
447,Buala,SB,2021-02-05 17:32:42,-8.145,159.5921,80.24,79,46,10.76
448,Aykhal,RU,2021-02-05 17:34:18,66.0,111.5,-34.35,81,23,3.65
449,Strezhevoy,RU,2021-02-05 17:34:53,60.7333,77.5889,8.6,85,90,4.47
450,Port Hawkesbury,CA,2021-02-05 17:33:49,45.6169,-61.3485,36.0,100,90,6.91
451,Prince Albert,CA,2021-02-05 17:34:54,53.2001,-105.7677,-16.6,58,1,16.11
452,Kharp,RU,2021-02-05 17:37:32,66.8014,65.8081,-13.9,87,100,4.5
453,Riyadh,SA,2021-02-05 17:35:42,24.6877,46.7219,73.4,14,0,10.36
454,Kilakarai,IN,2021-02-05 17:37:32,9.2333,78.7833,76.55,74,0,14.88
455,Farah,AF,2021-02-05 17:37:32,32.5,62.5,46.99,45,0,2.48
456,Rocha,UY,2021-02-05 17:37:32,-34.4833,-54.3333,68.56,63,93,12.97
457,Shelburne,CA,2021-02-05 17:37:32,44.0787,-80.2041,27.0,90,96,22.79
458,Uchiza,PE,2021-02-05 17:37:32,-8.4592,-76.4633,88.2,49,50,2.44
459,Victoria,HK,2021-02-05 17:37:19,22.2855,114.1577,66.0,78,0,5.79
460,Butembo,CD,2021-02-05 17:34:06,0.15,29.2833,63.01,90,100,0.31
461,Vila Franca Do Campo,PT,2021-02-05 17:33:48,37.7167,-25.4333,57.2,62,40,16.11
462,Southwick,US,2021-02-05 17:37:33,42.0548,-72.7704,37.4,93,90,6.93
463,Nara,JP,2021-02-05 17:34:55,34.6851,135.8049,46.0,50,100,2.44
464,Sao Joao Da Barra,BR,2021-02-05 17:37:33,-21.6403,-41.0511,84.2,65,0,4.61
465,Cacapava Do Sul,BR,2021-02-05 17:37:33,-30.5122,-53.4914,70.95,57,12,7.65
466,Coahuayana,MX,2021-02-05 17:37:35,18.7333,-103.6833,77.0,65,1,9.22
467,Batagay,RU,2021-02-05 17:37:35,67.6333,134.6333,-35.91,80,97,2.39
468,San Rafael,AR,2021-02-05 17:36:21,-34.6177,-68.3301,86.95,19,0,10.85
469,Zyryanka,RU,2021-02-05 17:37:35,65.75,150.85,-16.4,89,100,4.54
470,Mozhga,RU,2021-02-05 17:37:35,56.4447,52.2276,36.79,97,100,14.61
471,Howard Springs,AU,2021-02-05 17:37:35,-12.497,131.047,77.0,94,100,2.3
472,Kolyvan,RU,2021-02-05 17:37:35,55.3053,82.7391,17.6,86,75,6.71
473,Klaksvik,FO,2021-02-05 17:37:36,62.2266,-6.589,33.8,69,20,5.75
474,Coihaique,CL,2021-02-05 17:37:36,-45.5752,-72.0662,80.6,34,0,3.44
475,Saldanha,ZA,2021-02-05 17:37:36,-33.0117,17.9442,71.6,64,1,19.57
476,Antalaha,MG,2021-02-05 17:32:52,-14.9003,50.2788,77.92,85,8,3.47
477,Stornoway,GB,2021-02-05 17:37:36,58.2093,-6.3865,39.2,75,75,20.71
478,Asau,RO,2021-02-05 17:37:36,46.4333,26.4,37.0,74,99,2.3
479,Tupik,RU,2021-02-05 17:37:36,54.4253,119.9327,-20.2,84,80,2.57
480,Chivacoa,VE,2021-02-05 17:37:36,10.1603,-68.895,80.6,61,40,8.05
481,Qasigiannguit,GL,2021-02-05 17:37:36,68.8193,-51.1922,8.6,43,20,13.8
482,Vestmannaeyjar,IS,2021-02-05 17:37:36,63.4427,-20.2734,37.4,81,40,27.63
483,Bend,US,2021-02-05 17:37:37,44.0582,-121.3153,43.0,61,90,8.05
484,Mount Gambier,AU,2021-02-05 17:37:37,-37.8333,140.7667,55.4,94,75,9.22
485,Dwarka,IN,2021-02-05 17:37:37,22.2394,68.9678,71.73,39,0,14.54
486,Muyezerskiy,RU,2021-02-05 17:37:37,63.9333,31.65,3.65,93,100,9.86
487,Fez,MA,2021-02-05 17:37:37,34.0372,-4.9998,53.6,82,75,5.75
488,Conceicao Do Araguaia,BR,2021-02-05 17:37:37,-8.2578,-49.2647,85.64,74,48,4.21
489,Panjakent,TJ,2021-02-05 17:37:37,39.4952,67.6093,48.2,46,100,2.3
490,Christchurch,NZ,2021-02-05 17:37:26,-43.5333,172.6333,55.0,93,80,3.44
491,Beringovskiy,RU,2021-02-05 17:33:24,63.05,179.3167,-7.04,89,100,11.72
492,Carballo,ES,2021-02-05 17:37:38,43.213,-8.691,51.01,86,98,11.99
493,Bonfim,BR,2021-02-05 17:37:38,3.0833,-59.95,89.19,48,93,10.87
494,Marrakesh,MA,2021-02-05 17:35:45,31.6315,-8.0083,60.8,55,40,5.75
495,Jijiga,ET,2021-02-05 17:37:38,9.35,42.8,62.6,39,42,6.02
496,Merauke,ID,2021-02-05 17:37:38,-8.4667,140.3333,78.93,89,98,16.08
497,Samarai,PG,2021-02-05 17:37:38,-10.6167,150.6667,81.3,77,11,3.42
498,Sao Sebastiao,BR,2021-02-05 17:35:39,-23.76,-45.4097,75.33,88,75,7.78
499,Havoysund,NO,2021-02-05 17:37:39,70.9963,24.6622,32.0,64,75,23.02
500,Chapais,CA,2021-02-05 17:37:39,49.7834,-74.8492,21.2,79,1,12.66
501,Port Lincoln,AU,2021-02-05 17:37:39,-34.7333,135.8667,63.48,75,99,21.52
502,Santa Cruz De La Palma,ES,2021-02-05 17:37:39,28.6835,-17.7642,62.6,55,20,19.57
503,At-Bashi,KG,2021-02-05 17:37:39,41.1702,75.8106,11.7,61,61,0.96
504,Lazaro Cardenas,MX,2021-02-05 17:37:39,17.9583,-102.2,81.75,60,23,7.36
505,Pochutla,MX,2021-02-05 17:37:39,15.7432,-96.4661,80.6,74,75,9.22
506,Lanciano,IT,2021-02-05 17:37:39,42.2167,14.3882,52.0,93,90,2.3
507,Aberdeen,GB,2021-02-05 17:36:36,57.1437,-2.0981,37.4,81,90,14.97
508,Wenling,CN,2021-02-05 17:37:39,28.3669,121.36,60.01,92,25,7.16
509,Abatskoye,RU,2021-02-05 17:37:40,56.2875,70.4555,33.85,99,100,8.14
510,Ust-Ilimsk,RU,2021-02-05 17:37:40,58.0006,102.6619,4.84,93,100,5.73
511,Baykit,RU,2021-02-05 17:37:40,61.67,96.37,-0.71,89,100,2.95
512,Port Hardy,CA,2021-02-05 17:33:24,50.6996,-127.4199,42.8,87,90,6.91
513,Los Llanos De Aridane,ES,2021-02-05 17:37:40,28.6585,-17.9182,62.6,55,20,19.57
514,Sakakah,SA,2021-02-05 17:37:40,29.9697,40.2064,55.4,76,20,3.44
515,Qaqortoq,GL,2021-02-05 17:37:40,60.7167,-46.0333,21.2,30,1,3.44
516,Urusha,RU,2021-02-05 17:37:41,54.05,122.9,-16.89,84,90,4.0
517,Gigmoto,PH,2021-02-05 17:37:41,13.7796,124.39,78.1,86,95,8.05
518,Grootfontein,NA,2021-02-05 17:37:41,-19.5667,18.1167,78.04,52,93,4.54
519,Canelli,IT,2021-02-05 17:37:41,44.7215,8.2924,48.0,88,98,0.85
520,Tarakan,ID,2021-02-05 17:37:41,3.3,117.6333,78.8,94,40,3.44
521,Appingedam,NL,2021-02-05 17:37:42,53.3217,6.8583,37.99,98,100,5.01
522,Ewa Beach,US,2021-02-05 17:37:42,21.3156,-158.0072,62.6,82,90,3.44
523,Nome,US,2021-02-05 17:37:42,64.5011,-165.4064,15.8,79,90,25.32
524,Chicama,PE,2021-02-05 17:37:42,-7.8447,-79.1469,73.4,78,40,10.36
525,Saint-Augustin,CA,2021-02-05 17:32:58,51.226,-58.6502,32.76,96,100,17.54
526,Ust-Maya,RU,2021-02-05 17:37:42,60.4167,134.5333,-30.21,84,100,1.97
527,Kresttsy,RU,2021-02-05 17:37:42,58.2452,32.5165,7.57,95,100,6.89
528,Barra Do Garcas,BR,2021-02-05 17:33:58,-15.89,-52.2567,84.2,74,40,2.3
529,Lobito,AO,2021-02-05 17:35:02,-12.3481,13.5456,77.27,76,47,5.1
530,Rawah,IQ,2021-02-05 17:37:43,34.4816,41.9093,56.23,77,98,4.54
531,Nicoya,CR,2021-02-05 17:37:43,10.1483,-85.452,91.4,43,0,10.36
532,Jalingo,NG,2021-02-05 17:37:43,8.8833,11.3667,86.36,14,5,5.1
533,Thouars,FR,2021-02-05 17:37:43,46.976,-0.2151,52.0,1,100,1.01
534,Maniitsoq,GL,2021-02-05 17:37:43,65.4167,-52.9,15.24,73,51,4.36
535,Pionerskiy,RU,2021-02-05 17:37:43,54.9508,20.2275,28.4,74,75,8.95
536,Ouadda,CF,2021-02-05 17:37:43,8.0777,22.4007,77.22,22,6,6.26
537,Manono,CD,2021-02-05 17:37:43,-7.3,27.4167,74.16,87,49,1.16
538,Jamame,SO,2021-02-05 17:37:44,0.0722,42.7506,76.19,81,0,11.43
539,Wewak,PG,2021-02-05 17:37:44,-3.5534,143.6268,77.92,83,100,3.02
540,Peace River,CA,2021-02-05 17:37:44,56.2501,-117.286,-16.6,63,90,12.66
541,Talcahuano,CL,2021-02-05 17:33:24,-36.7167,-73.1167,62.6,82,90,11.5
542,Half Moon Bay,US,2021-02-05 17:37:44,37.4636,-122.4286,55.0,71,1,3.02
543,Gilgit,PK,2021-02-05 17:37:44,35.9221,74.3087,29.48,49,0,3.06
544,Goma,CD,2021-02-05 17:37:44,-1.6792,29.2228,65.5,79,89,3.31
545,Paamiut,GL,2021-02-05 17:37:44,61.994,-49.6678,21.06,77,0,8.84
546,Emba,KZ,2021-02-05 17:37:44,48.8264,58.1442,34.32,90,98,15.03
547,Brindisi,IT,2021-02-05 17:37:45,40.5833,17.6667,59.0,82,75,6.91
548,Hatta,IN,2021-02-05 17:37:45,24.1167,79.6,60.21,62,35,4.54
549,La Macarena,CO,2021-02-05 17:37:45,2.1837,-73.7849,81.99,83,93,3.83
550,Juneau,US,2021-02-05 17:34:04,58.3019,-134.4197,19.4,86,40,4.61
551,Arbagar,RU,2021-02-05 17:37:45,51.9438,116.2805,-12.41,87,73,1.86
552,Pimentel,PE,2021-02-05 17:37:45,-6.8367,-79.9342,78.8,61,75,12.66
553,Shugurovo,RU,2021-02-05 17:37:45,54.5083,52.1326,36.19,96,100,14.25
554,Kirovskiy,RU,2021-02-05 17:37:45,45.0917,133.5136,8.42,96,100,3.42
555,Havelock,US,2021-02-05 17:37:45,34.8791,-76.9013,57.99,58,90,20.71
556,Wadena,US,2021-02-05 17:37:46,46.4425,-95.1361,5.0,66,1,19.57
557,Newport,GB,2021-02-05 17:35:37,51.5877,-2.9984,45.0,95,37,1.99
558,Lerwick,GB,2021-02-05 17:37:46,60.1545,-1.1494,33.8,55,75,19.57
559,Hervey Bay,AU,2021-02-05 17:37:46,-25.2986,152.8535,70.0,86,25,1.01
560,Blagoyevo,RU,2021-02-05 17:37:46,63.3667,47.9167,-9.29,89,99,8.48
561,Darlowo,PL,2021-02-05 17:37:46,54.421,16.4107,27.0,69,51,9.28
562,Nioki,CD,2021-02-05 17:37:46,-2.7167,17.6833,80.47,68,76,2.04
563,Winnemucca,US,2021-02-05 17:37:46,40.973,-117.7357,37.4,52,1,12.66
564,Bireun,ID,2021-02-05 17:37:46,5.203,96.7009,76.69,82,90,4.43
565,Tateyama,JP,2021-02-05 17:37:46,34.9833,139.8667,46.0,76,75,5.75
566,Curico,CL,2021-02-05 17:37:47,-34.9833,-71.2333,66.2,72,90,4.61
567,Skjervoy,NO,2021-02-05 17:37:47,70.0311,20.9714,30.2,86,90,6.91
568,Kimberley,ZA,2021-02-05 17:37:47,-28.7323,24.7623,86.0,51,0,8.19
569,Las Vegas,US,2021-02-05 17:34:08,36.175,-115.1372,53.6,24,1,13.8
570,Vestmanna,FO,2021-02-05 17:37:47,62.1564,-7.1664,33.8,69,20,5.75
